MGI_ID	strainName	strainType
MGI:4833972	129S2.129P2(B6)-Mfge8<Gt(KST227)Byg>/Orl	congenic
MGI:5494658	129S2.129P2-Ccl6<tm1Roes>/H	congenic
MGI:4836406	129S2;129P2-Gca<tm1Roes>/H	Not Applicable
MGI:6121759	129S2(B6)-Meg3<Gt(pGTi)216Gos>/H	Not Applicable
MGI:6148915	129S2.B6N-Htr2b<tm2Lum>/Ics	congenic
MGI:5296246	129S2.C3Pas-Kcnn2<fri>	congenic
MGI:6121738	129S2.CD1-Tg(Myh6-Htr2b)1Lum/Orl	congenic
MGI:5707810	129S2.Cg-Cdkl5<tm1.2Cogr>/Cnrm	congenic
MGI:5286580	129S2.Cg-Ctsl<nkt>/Orl	congenic
MGI:6121735	129S2(Cg)-Dcx<tm1.2Ffr>/Orl	coisogenic
MGI:3717356	129S2.Cg-Dsg3<bal-Pas>	congenic
MGI:4867431	129S2.Cg-Dsg3<bal-Pas>/Orl	congenic
MGI:6117082	129S2.Cg-Phlda2<tm1Bty>	congenic
MGI:5490277	129S2.Cg-Tg(KRT10-Igf2r*)KippsGfc/H	congenic
MGI:3039946	129S2.Cg-Zfp110<tm1Mpin>	congenic
MGI:4944226	129S2-Mdk<tm1Tmu>	coisogenic
MGI:3850220	129S2-Otog<tm1Prs>/Orl	coisogenic
MGI:3850973	129S2-Prkaa1<tm1Sbj>/Orl	coisogenic
MGI:5780043	129S2/SvHsd	inbred strain
MGI:2161070	129S2/SvPas	inbred strain
MGI:2183236	129S2/SvPas-Bmp4<tm1Blh>	coisogenic
MGI:3823213	129S2/SvPas-Bptf<Gt(A012C04)Wrst>	coisogenic
MGI:2177443	129S2/SvPas-Brca2<tm1Cbl>	coisogenic
MGI:3587894	129S2/SvPasCrl	inbred strain
MGI:5660928	129S2/SvPasCrl-Disc1<del> Disc1<tm1(DISC1/DISC1FP1,DISC1FP1/DISC1,DISC1)Xzho>	coisogenic
MGI:5056485	129S2/SvPas-Ebf2<tm1Ddr>	coisogenic
MGI:6122425	129S2/SvPas-H19<tm1Lda>/Oulu	coisogenic
MGI:3605010	129S2/SvPas-Htr2b<tm1Lum>	coisogenic
MGI:5560688	129S2/SvPas-Htr2b<tm1Lum>/Orl	coisogenic
MGI:2450297	129S2/SvPasIco	inbred strain
MGI:3694785	129S2/SvPas-Ins1<tm1Jja>/Orl	coisogenic
MGI:3694779	129S2/SvPas-Ins2<tm1Jja>/Orl	coisogenic
MGI:3694777	129S2/SvPas-Ins2<tm2Jja>/Orl	coisogenic
MGI:3694772	129S2/SvPas-Kit<tm1Alf>/Orl	coisogenic
MGI:3623775	129S2/SvPas-Lrp4<dan>	coisogenic
MGI:3663948	129S2/SvPas-Otog<tm1Prs>	coisogenic
MGI:3583758	129S2/SvPas-Ptprc<tm1Tyb>	coisogenic
MGI:3760799	129S2/SvPasRbrc	inbred strain
MGI:2174662	129S2/SvPas-Smarcad1<Gt(6LSN)6028Gos>/J	coisogenic
MGI:2178427	129S2/SvPas-Smarcad1<tm1Gos>	coisogenic
MGI:3621300	129S2/SvPas-Stat6<tm1Gru>	coisogenic
MGI:3771862	129S2/SvPas-Vezt<tm1Smc>	coisogenic
MGI:4833983	129S2/SvPas-Vezt<tm1Smc>/Orl	coisogenic
MGI:5578568	(129S2/SvPas x C57BL/6NSlc)F1	Not Applicable
MGI:2671656	129S4	inbred strain
MGI:3764657	129S4.129P2-Fn1<tm4Hyn>	congenic
MGI:3810452	129S4.129S2(B6)-Fn1<tm1Hyn>/J	congenic
MGI:3712977	129S4.129S7-Npy5r<tm1Rpa>/J	congenic
MGI:4355865	129S4(B6)-Cdkn1b<tm2Jro>/J	congenic
MGI:4421846	129S4-Bcl2l2<Gt(ROSA)41Sor>/Mmmh	coisogenic
MGI:5485030	129S4.Cg-E2f1<Tg(Wnt1-cre)2Sor>/J	congenic
MGI:5882545	129S4.Cg-Fgfr1<tm5.1Sor> Fgfr1<tm10.1Sor> H2afv<Tg(Wnt1-cre)11Rth>	congenic
MGI:5882543	129S4.Cg-Fgfr1<tm5.1Sor> Fgfr1<tm9.1Sor> H2afv<Tg(Wnt1-cre)11Rth>	congenic
MGI:5882527	129S4.Cg-Fgfr1<tm5.1Sor> H2afv<Tg(Wnt1-cre)11Rth>	congenic
MGI:5752350	129S4.Cg-Tg(Sox10-ERT2/cre/ERT2)17Sor/J	congenic
MGI:4820754	129S4-Chrna10<tm1Jbou>/Mmucd	congenic
MGI:4453167	129S4-Ctla4<tm1Shr> Cd28<tm1Shr>/Mmnc	coisogenic
MGI:5752342	129S4-Pdgfra<tm5Sor>/J	coisogenic
MGI:2164439	129S4/SvJae	inbred strain
MGI:3665119	129S4/SvJae-Adam33<tm1.1Chch>	coisogenic
MGI:3720938	129S4/SvJae-Bsx<tm1Aoh>	coisogenic
MGI:3720940	129S4/SvJae-Bsx<tm2Aoh>	coisogenic
MGI:5585270	129S4/SvJae-Capg<tm1Djk>/FssMmucd	coisogenic
MGI:4454316	129S4/SvJae-Cd274<tm2Shr>/Mmjax	coisogenic
MGI:4456990	129S4/SvJae-Cd274<tm2Shr> Pdcd1lg2<tm4Shr>/Mmjax	coisogenic
MGI:4462065	129S4/SvJae-Cd28<tm1Shr>/Mmucd	coisogenic
MGI:4422200	129S4/SvJae-Cd80<tm1Shr> Cd86<tm1Shr> Ctla4<tm1Shr>/Mmmh	coisogenic
MGI:4441168	129S4/SvJae-Cd80<tm1Shr> Cd86<tm2Shr>/Mmnc	coisogenic
MGI:4418466	129S4/SvJae-Cd80<tm1Shr>/Mmnc	coisogenic
MGI:4441167	129S4/SvJae-Cd86<tm1Shr>/Mmnc	coisogenic
MGI:5621036	129S4/SvJae-Cdkn1b<tm2Mlf>/J	coisogenic
MGI:5621043	129S4/SvJae-Cdkn1b<tm3Mlf>/J	coisogenic
MGI:3698833	129S4/SvJae-Ctsk<tm1Ypl>	coisogenic
MGI:3587916	129S4/SvJae-Fancd2<tm1Hou>	coisogenic
MGI:5903016	129S4/SvJae-Fgfr1<tm11.1Sor>/J	coisogenic
MGI:5903018	129S4/SvJae-Fgfr1<tm12.1Sor>/J	coisogenic
MGI:5903014	129S4/SvJae-Fgfr2<tm1.1Sor>/J	coisogenic
MGI:5903020	129S4/SvJae-Fgfr2<tm2.1Sor>/J	coisogenic
MGI:2177447	129S4/SvJae-Gja3<tm1Scr>	coisogenic
MGI:3580432	129S4/SvJae-Gpr97<tm1Fwa>	coisogenic
MGI:3628513	129S4/SvJae-Gstz1<tm1Jmfc>	coisogenic
MGI:4457119	129S4/SvJae-Gt(ROSA)26Sor<tm2(FLP*)Sor>/J	coisogenic
MGI:4462064	129S4/SvJae-Icos<tm1Shr>/Mmucd	coisogenic
MGI:3759056	129S4/SvJae-Inhbb<tm1Jae>	coisogenic
MGI:2164611	129S4/SvJae-Inhbb<tm1Jae>/J	coisogenic
MGI:3850016	129S4/SvJaeJ	inbred strain
MGI:3704876	129S4/SvJae-Man1a2<tm1.1Ahe>	coisogenic
MGI:3850725	129S4/SvJae-Mbd1<tm1Fhg>	coisogenic
MGI:2177467	129S4/SvJae-Myf5<tm1Jae>	coisogenic
MGI:4454320	129S4/SvJae-Pdcd1lg2<tm1Shr>/Mmjax	coisogenic
MGI:4456445	129S4/SvJae-Pdgfrb<tm11Sor>/J	coisogenic
MGI:3625292	129S4/SvJae-Ppara<tm1Gonz>	coisogenic
MGI:2164676	129S4/SvJae-Ppara<tm1Gonz>/J	coisogenic
MGI:4421761	129S4/SvJae-Shank1<tm1Shng>/J	coisogenic
MGI:2177455	129S4/SvJae-Six5<tm1Rdd>	coisogenic
MGI:3044540	129S4/SvJaeSor	inbred strain
MGI:3829208	129S4/SvJaeSor-Efnb2<tm1Sor>	coisogenic
MGI:5882539	129S4/SvJaeSor-Fgfr1<tm10.1Sor>	coisogenic
MGI:5882529	129S4/SvJaeSor-Fgfr1<tm5.2Sor>	coisogenic
MGI:5882533	129S4/SvJaeSor-Fgfr1<tm7.1Sor>	coisogenic
MGI:5882535	129S4/SvJaeSor-Fgfr1<tm8.1Sor>	coisogenic
MGI:5882537	129S4/SvJaeSor-Fgfr1<tm9.1Sor>	coisogenic
MGI:2174496	129S4/SvJaeSor-Gt(ROSA)26Sor<tm1(FLP1)Dym>/J	congenic
MGI:3811622	129S4/SvJaeSor-Gt(ROSA)26Sor<tm3Dym>	coisogenic
MGI:3767846	129S4/SvJaeSor-Gt(ROSA)26Sor<tm4(attB/attP)Sor>/J	coisogenic
MGI:3851735	129S4/SvJaeSor-Map7<Gt(ROSABetageo)1Sor>	coisogenic
MGI:4818996	129S4/SvJaeSor-Mycl<tm1.1Rne>/J	coisogenic
MGI:5609853	129S4/SvJaeSor-Pdgfra<tm1Sor>	coisogenic
MGI:3710772	129S4/SvJaeSor-Spnb4<Gt(ROSABetageo)62Sor>	coisogenic
MGI:3814447	129S4/SvJae-St6gal1<tm1Jlau>	congenic
MGI:4438622	129S4/SvJae-Tg(Prm-cre)70Og	coisogenic
MGI:4441174	129S4/SvJae-Tnfsf4<tm1Shr>/Mmnc	coisogenic
MGI:3618465	129S4-Trp53<tm2.1Tyj>/Nci	coisogenic
MGI:3618469	129S4-Trp53<tm2Tyj>/Nci	coisogenic
MGI:3618463	129S4-Trp53<tm3.1Tyj>/Nci	coisogenic
MGI:3618470	129S4-Trp53<tm3Tyj>/Nci	coisogenic
MGI:5661569	129S5.B6(129S7)-Erbb2<l11Jus8>	congenic
MGI:6123045	129S5;B6N-Caprin1<tm3a(EUCOMM)Wtsi>/WtsiPh	Not Specified
MGI:5781328	129S5;B6N-Chd7<tm2a(EUCOMM)Wtsi>/Wtsi	Not Specified
MGI:5490339	129S5;B6N-Kdm6a<tm2a(EUCOMM)Wtsi>/Wtsi	Not Applicable
MGI:5557346	129S5;B6N-Kdm6a<tm2a(EUCOMM)Wtsi>/WtsiH	Not Applicable
MGI:5490342	129S5;B6N-Ywhae<tm1e(EUCOMM)Wtsi>/WtsiBiat	Not Applicable
MGI:5490338	129S5.Cg-Med31<l11Jus15> +/+ In(11Trp53;11Wnt3)8Brd/H	congenic
MGI:3487126	129S5/SvEvBrd	inbred strain
MGI:3589899	129S5/SvEvBrd-Aqp11<tm1Lex>	coisogenic
MGI:5304481	129S5/SvEvBrd-Rapgef4<Gt(OST450264)Lex>	coisogenic
MGI:5882506	129S5/SvEvBrd-S1pr2<tm1Ajml>	coisogenic
MGI:5446372	129S5/SvEvBrdWtsi	inbred strain
MGI:2671658	129S6	inbred strain
MGI:3841294	129S6.129-Chrd<tm1Emdr>	congenic
MGI:5804003	129S6.129P2(B6)-Gucy1b2<tm2Mom>/MomJ	congenic
MGI:4456446	129S6.129P2(B6)-Nos3<tm1Unc>/J	congenic
MGI:5490138	129S6.129P2(Cg)-Fgfr3<tm1.1Aomw>/AomwH	congenic
MGI:3831535	129S6.129P2-Fgfr3<tm1.1Aomw>	congenic
MGI:3817503	129S6.129P2-Mecp2<tm1Bird>	congenic
MGI:5522667	129S6.129P2-Nlk<Gt(RRJ297)Byg>/Nlk<Gt(XN619)Byg>	congenic
MGI:5613606	129S6.129P2-Ppia<tm1Lubn>	congenic
MGI:5659848	129S6.129P2-Ryr2<tm2.1Msnr>/Mmnc	congenic
MGI:3807378	129S6.129P2-Smtnl1<tm1Tajh>	congenic
MGI:5572010	129S6.129P2-Trpc2<tm1Mom>/MomJ	congenic
MGI:4843567	129S6.129-Pex2<tm1Plf>/Mmmh	congenic
MGI:2165331	129S6.129S4(B6)-Insr<tm1Dac>	congenic
MGI:3840458	129S6.129S4-Ptpn11<tm1Bgn>	congenic
MGI:3604902	129S6.129-Scd2<tm1Myz>	congenic
MGI:6146288	129S6.129S(Cg)-Grm6<tm1Nak>/TfurRbrc	congenic
MGI:4443033	129S6.129X1(B6)-Cyp1b1<tm1Gonz>/Mmnc	congenic
MGI:3710510	129S6.129X1(B6)-Ptprc<tm1Weis>/J	congenic
MGI:4456200	129S6.129X1(B6)-Syt4<tm1Hahe>/J	congenic
MGI:5581499	129S6.B6-Alg10b<nse5>	congenic
MGI:5559152	129S6.B6(Cg)-Shank3<tm1.2Bux>	congenic
MGI:4456272	129S6(B6)-Erbb3<tm2.1Dwt>/Mmnc	coisogenic
MGI:4431364	129S6.B6-Ins2<Akita>/CofJ	congenic
MGI:4949139	129S6(B6)-Map3k4<tm1Glj>/Mmnc	Not Applicable
MGI:5817448	129S6.B6N-Cfap54<Gt(IST10309B2)Tigm>	congenic
MGI:5490526	129S6(B6)-Pgk2<tm1Dao>/Mmnc	Not Applicable
MGI:3688713	129S6(B6)-Srebf1<tm1Mbr>	coisogenic
MGI:5435574	129S6-Batf2<tm1Kmm>/J	coisogenic
MGI:3588977	129S6.CBA(B6)-Del(1)1Brk Gpi1<b>/Gpi1<c>/BrkMdfJ	congenic
MGI:3704943	129S6.Cg-Crym<tm1Sasu>	congenic
MGI:5466714	129S6.Cg-Cthrc1<tm1Vli>	congenic
MGI:5903039	129S6.Cg-Dmrt1<tm1.1Zark>	congenic
MGI:5903038	129S6.Cg-Dmrt1<tm1Zark>	congenic
MGI:5694582	129S6.Cg-Gria2<tm1.1Bvis> Tg(Camk2a-cre)T29-1Stl	congenic
MGI:5780885	129S6.Cg-H2afy2<tm1.1Peh> H2afy<tm1Peh>	congenic
MGI:3664017	129S6.Cg-Htr2a<tm1Grch> Htr2a<tm2Grch> Emx1<tm1(cre)Ito>	congenic
MGI:5816614	129S6.Cg-Mlc1<tm1.1Rhn> Tg(Mlc1-tTA)#Rhn	congenic
MGI:5907234	129S6.Cg-Pex1<tm1.1Sjms>/Mmjax	congenic
MGI:5564767	129S6(Cg)-Ryr2<tm1.1Msnr>/Mmnc	Not Applicable
MGI:5318607	129S6.Cg-Sfxn1<m1Mdf>/Mmjax	congenic
MGI:5425769	129S6.Cg-Sfxn1<m1Mdf> Tg(RP23-472D11)7Mdf/Mmjax	congenic
MGI:5508349	129S6.Cg-Slc11a2<mk>/MdfMmnc	congenic
MGI:4838309	129S6.Cg-Tg(APPSWE)2576Kha/Tac	congenic
MGI:5803804	129S6.Cg-Tg(Camk2a-tTA)1Mmay	congenic
MGI:5141632	129S6.Cg-Tg(Camk2a-tTA)1Mmay/JlwsJ	congenic
MGI:5544059	129S6(Cg)-Tgfbr1<tm1.1Hcd>	Not Applicable
MGI:5544060	129S6(Cg)-Tgfbr2<tm1.1Hcd>	Not Applicable
MGI:5295425	129S6.Cg-Tg(Gfap-TK)7.1Mvs/RhnJ	congenic
MGI:5517440	129S6.Cg-Tg(KRT14-TFRC)ALmil/Mmucd	congenic
MGI:4437893	129S6.Cg-Tg(NPHS2-cre)295Lbh/BroJ	congenic
MGI:2174088	129S6-Cln3<tm1Nbm>/J	coisogenic
MGI:3623231	129S6-Cyp11b2<tm1Hsk>/Mmnc	coisogenic
MGI:6144852	129S6-Dsg3<tm1Stan>/Rbrc	coisogenic
MGI:5427356	129S6-Fmn2<tm1Led>/RwwJ	coisogenic
MGI:5693635	129S6.FVB(B6)-Tg(Drd1a-cre)AGsc/KndlJ	congenic
MGI:3580653	129S6-Nrcam<tm1Gmt>/Mmucd	coisogenic
MGI:5517397	129S6-Sfxn3<tm1Mdf>/Mmnc	coisogenic
MGI:3664076	129S6/SvEv	inbred strain
MGI:5007665	129S6/SvEv-Apoe<tm4Mae>/J	coisogenic
MGI:4821302	129S6/SvEv(B6)-Map3k4<tm1Glj>/Mmnc	Not Specified
MGI:6146046	129S6/SvEvBrd-Trpm1<tm1Tfur>/TfurRbrc	coisogenic
MGI:3664016	129S6/SvEv-Htr2a<tm1Grch> Htr2a<tm2Grch>	coisogenic
MGI:5141620	129S6/SvEv-Lias<tm1Mae>/J	coisogenic
MGI:2164713	129S6/SvEv-Mos<tm1Ev>/J	coisogenic
MGI:3771555	129S6/SvEv-Stat1<tm1Rds>/Tac	coisogenic
MGI:3044417	129S6/SvEvTac	inbred strain
MGI:3688718	129S6/SvEvTac-Ace2<tm1Cof>	coisogenic
MGI:3763646	129S6/SvEvTac-Adm<tm1Unc>	coisogenic
MGI:4458018	129S6/SvEvTac-Adm<tm1Unc> Tg(Alb1-Ren)2Unc	coisogenic
MGI:3763647	129S6/SvEvTac-Adm<tm2Unc>	coisogenic
MGI:5007736	129S6/SvEvTac-Apoe<tm4Mae>	coisogenic
MGI:5565707	129S6/SvEvTac-Atm<tm1Awb>	coisogenic
MGI:2163494	129S6/SvEvTac-Atm<tm1Awb>/J	coisogenic
MGI:4452403	129S6/SvEvTac(B6)-Sptb<m1Jus>/MdfMmjax	Not Applicable
MGI:5435604	129S6/SvEvTac-Batf2<tm1Kmm>	coisogenic
MGI:5565709	129S6/SvEvTac-Batf<tm1.1Kmm>	congenic
MGI:2177439	129S6/SvEvTac-Brca1<tm1Cxd>	coisogenic
MGI:2177444	129S6/SvEvTac-Brca2<tm1Cam>	coisogenic
MGI:6145678	129S6/SvEvTac-Cadm1<tm1Momo>/MomoRbrc	coisogenic
MGI:3623236	129S6/SvEvTac-Calcrl<tm1Kmca>	coisogenic
MGI:3511868	129S6/SvEvTac-Car3<tm1Gkim>/J	coisogenic
MGI:3587641	129S6/SvEvTac-Chrm3<tm1Jwe>	coisogenic
MGI:3715531	129S6/SvEvTac-Cln3<tm1Nbm>	coisogenic
MGI:4818889	129S6/SvEvTac-Cpt1a<tm1Pwo>	coisogenic
MGI:6145330	129S6/SvEvTac-Crx<tm1Clc>/ClcTfurRbrc	coisogenic
MGI:4838321	129S6/SvEvTac-Ctgf<tm1Mae>	coisogenic
MGI:4835998	129S6/SvEvTac-Del(4C4-C5)1Lap/Mmucd	coisogenic
MGI:6145331	129S6/SvEvTac-Dkk3<tm1Tfur>/TfurRbrc	coisogenic
MGI:3832288	129S6/SvEvTac-Dvl3<tm1Awb>	coisogenic
MGI:3804701	129S6/SvEvTac-Eif2ak4<tm1.2Dron>	coisogenic
MGI:6147032	129S6/SvEvTac-Epb41l2<tm1Tfur>	coisogenic
MGI:4360549	129S6/SvEvTac-Erbb3<tm1.1Dwt>	coisogenic
MGI:3712917	129S6/SvEvTac-Ets1<tm1.1Dds>	coisogenic
MGI:3811172	129S6/SvEvTac-Fem1b<tm1Mms>	coisogenic
MGI:3663946	129S6/SvEvTac-Fgf14<tm1Dor>	coisogenic
MGI:5629939	129S6/SvEvTac-Foxb1<tm1Lby>	coisogenic
MGI:3811606	129S6/SvEvTac-Foxc1<tm1Blh>	coisogenic
MGI:6145675	129S6/SvEvTac-Foxp2<tm1Momo>/MomoRbrc	coisogenic
MGI:5763765	129S6/SvEvTac-Fus<tm1(DDIT3)Dron>	coisogenic
MGI:2177448	129S6/SvEvTac-Galk1<tm1Stb>	coisogenic
MGI:3603029	129S6/SvEvTac-Gck<tm1.1Mgn>	coisogenic
MGI:3045713	129S6/SvEvTac-Htr1a<tm1Rhn>	coisogenic
MGI:3663950	129S6/SvEvTac-Htr2a<tm1Grch>	coisogenic
MGI:3608500	129S6/SvEvTac-Igh<tm1Fwa>	coisogenic
MGI:3835927	129S6/SvEvTac-Kmt2e<tm1Apa>	coisogenic
MGI:3798608	129S6/SvEvTac-Maoa<K284stop>	coisogenic
MGI:5465461	129S6/SvEvTac-Mefv<tm1Bhk>	coisogenic
MGI:5465123	129S6/SvEvTac-Mefv<tm1Bhk>/J	coisogenic
MGI:5816612	129S6/SvEvTac-Mlc1<tm1Rhn>	coisogenic
MGI:4867732	129S6/SvEvTac-Naca<tm1Dsr>	coisogenic
MGI:5767107	129S6/SvEvTac-Ncoa6<tm1Hhs>	coisogenic
MGI:3810058	129S6/SvEvTac-Nhej1<tm1Fwa>	coisogenic
MGI:5451067	129S6/SvEvTac-Nlrp1b<tm1Bhk>	coisogenic
MGI:3764937	129S6/SvEvTac-Ptger1<tm1Matb>	coisogenic
MGI:4838311	129S6/SvEvTac-Rag2<tm1Fwa>/Tac	coisogenic
MGI:5662290	129S6/SvEvTac-Rflna<tm1Tfur>	coisogenic
MGI:4456153	129S6/SvEvTac-Rgs4<tm1Jlr>	coisogenic
MGI:5766999	129S6/SvEvTac-Rnase9<tm1Xen>	coisogenic
MGI:3771863	129S6/SvEvTac-Rpe65<tm1Lrcb>	coisogenic
MGI:3698141	129S6/SvEvTac-Rpl29<tm1Udel>	coisogenic
MGI:5524017	129S6/SvEvTac-Scn1a<tm1Kea>	coisogenic
MGI:3761687	129S6/SvEvTac-Serpinb1a<tm1.1Cben>	coisogenic
MGI:3772481	129S6/SvEvTac-Sgca<tm2Kcam>	coisogenic
MGI:2450898	129S6/SvEvTac-Slc12a1<tm1Tkh>/Mmnc	coisogenic
MGI:5766639	129S6/SvEvTac-Slc23a2<tm1Nbm>	coisogenic
MGI:4947058	129S6/SvEvTac-Slc6a4<tm1.1Rbl>	coisogenic
MGI:5572767	129S6/SvEvTac-Spic<tm2Kmm>	coisogenic
MGI:4365379	129S6/SvEvTac-Spp1<tm1Blh>	coisogenic
MGI:3829596	129S6/SvEvTac-Tg(Alb1-Ren)1Unc/Mmnc	coisogenic
MGI:4458020	129S6/SvEvTac-Tg(Alb1-Ren)2Unc	coisogenic
MGI:4457278	129S6/SvEvTac-Tg(Alb1-Ren)2Unc/Mmnc	coisogenic
MGI:4457122	129S6/SvEvTac-Tg(Alb1-Ren)3Unc/Mmnc	coisogenic
MGI:3810969	129S6/SvEvTac-Tnfaip8l2<tm1Yhcn>	coisogenic
MGI:5805790	129S6/SvEvTac-Top2b<tm2Jcw>	coisogenic
MGI:3846994	129S6/SvEvTac-Tpt1<tm1Kefu>	coisogenic
MGI:2165199	129S6/SvEvTac-Was<tm1Sbs>/J	coisogenic
MGI:5643953	129S6/SvEvTac-Wfs1<tm1Koks>	coisogenic
MGI:3760152	129S6/SvEvTac-Wwtr1<tm1Benj>	coisogenic
MGI:5577054	(129S6/SvEvTac x C57BL6/J)F1	Not Applicable
MGI:3828047	129S6/SvEvTac-Zfp57<tm1.1Xjli>	coisogenic
MGI:2174497	129S6-Tg(Prnp-GFP/cre)1Blw/J	coisogenic
MGI:2671659	129S7	inbred strain
MGI:5470144	129S7(B6)-Mirc34<tm1.1Cxu>	Not Specified
MGI:2652683	129S7-Mt3<tm1Rpa>/J	coisogenic
MGI:2165450	129S7/SvEvBrd	inbred strain
MGI:3769772	129S7/SvEvBrd-Alx1<tm1Crm>	coisogenic
MGI:2183600	129S7/SvEvBrd-Bmpr1a<tm1Bhr>	coisogenic
MGI:3693808	129S7/SvEvBrd-Fyn<tm1Sor>	coisogenic
MGI:5575643	129S7/SvEvBrd-Gnai2<tm1Lbi>/Mmmh	coisogenic
MGI:3716816	129S7/SvEvBrd-Gsc<tm1Bhr>	coisogenic
MGI:3687635	129S7/SvEvBrd-Hprt<+>	Not Specified
MGI:2164544	129S7/SvEvBrd-Hprt<b-m2>	coisogenic
MGI:5446370	129S7/SvEvBrd-Hprt<b-m2>/Wtsi	coisogenic
MGI:5086219	129S7/SvEvBrd-Il1b<tm1Lvp>	coisogenic
MGI:3624669	129S7/SvEvBrd-Mecp2<tm1Hzo>	coisogenic
MGI:3764653	129S7/SvEvBrd-Mt1<tm1Bri> Mt2<tm1Bri>	coisogenic
MGI:2174340	129S7/SvEvBrd-Mt1<tm1Bri> Mt2<tm1Bri>/J	congenic
MGI:4366966	129S7/SvEvBrd-Per1<tm1Brd> Hprt<b-m2>	coisogenic
MGI:5448312	129S8.129S4-Vav1<tm4Tyb>	congenic
MGI:2164238	129S8/SvEv-Gpi1<c>	congenic
MGI:2165377	129S8/SvEv-Gpi1<c> Hprt<b-m2>/J	congenic
MGI:4831136	129S8/SvEv-Gpi1<c>/NimrH	inbred strain
MGI:4999811	129S8/SvEvNimrJ	inbred strain
MGI:5490376	129S9.B6-a/H	congenic
MGI:3850850	129S9/SvEvH	inbred strain
MGI:3851196	129S9/SvEvH-Evta/H	coisogenic
MGI:4887478	129S9/SvEvH-Nodal<tm1Rob>/H	coisogenic
MGI:5515916	129S-Abca4<tm1Ght>/J	coisogenic
MGI:2161909	129S;AKR-Tbc1d20<bs>/J	Not Applicable
MGI:3590322	129S-App<tm1Cwe>	coisogenic
MGI:6145582	129S-Arx<tm4Kki>/Rbrc	coisogenic
MGI:5788089	129S-Atp1b1<tm1.1Zboro> Aqp5<tm1.1(cre,DsRed)Pfl>	coisogenic
MGI:5787935	129S-Atp1b1<tm1.1Zboro>/J	coisogenic
MGI:3722616	129S-Atp8b3<tm1Gar>/J	coisogenic
MGI:4821966	129S(B6)-Abl1<tm1Mlg>/J	Not Applicable
MGI:5516578	129S(B6)-Chsy1<tm1Lex>/Mmucd	Not Applicable
MGI:5285636	129S(B6)-Del(17Abcg1-Rrp1b)5Yey/J	Not Applicable
MGI:5470259	129S(B6)-Fbxl5<Gt(OST386421)Lex>	Not Applicable
MGI:5490609	129S(B6)-Fgfrl1<tm1Lex>/Mmucd	congenic
MGI:5490273	129S(B6)-Gnas<tm2Kel>/H	Not Applicable
MGI:5490950	129S(B6)-Mal<tm1Lex>/Mmucd	Not Applicable
MGI:4820973	129S(B6)-Map3k1<tm1Glj>/Mmnc	Not Applicable
MGI:5568336	129S(B6)-Med23<tm1.1Pkb>/J	Not Applicable
MGI:5754751	129S(B6N)-Cdk1<tm1Eddy>/J	congenic
MGI:5431972	129S.B6N-Plk2<tm1Elan>/J	congenic
MGI:5491013	129S(B6)-Robo4<tm1Lex>/Mmucd	Not Applicable
MGI:5491019	129S(B6)-Sigirr<tm1Lex>/Mmucd	Not Applicable
MGI:5576739	129S(B6)-Stub1<tm1Cpat>/Mmnc	Not Applicable
MGI:3700056	129S.B6-Tg(KRT14-Esr1/HRAS)1Pkha/J	congenic
MGI:3700058	129S.B6-Tg(KRT14-RAF1/ESR1)1Pkha/J	congenic
MGI:5491049	129S(B6)-Tmem98<tm1Lex>/Mmucd	Not Applicable
MGI:5429718	129S(B6)-Vps26a<tm1Cos>/J	Not Applicable
MGI:4838159	129S-Batf3<tm1Kmm>/J	coisogenic
MGI:4840329	129S-Batf<tm1.1Kmm>/J	coisogenic
MGI:5897293	129S-Bex1<Gt(OST125186)Lex>/FlmJmolJ	coisogenic
MGI:5490093	129S-Bex1<Gt(OST125186)Lex>/Mmnc	coisogenic
MGI:3823212	129S-Bmp7<tm1Rob>	coisogenic
MGI:5827597	129S.CAnNCrl(C3)-Zic2<Ku>	congenic
MGI:3694353	129S-Catsper3<tm1Clph>/J	coisogenic
MGI:3694355	129S-Catsper4<tm1Clph>/J	coisogenic
MGI:5308223	129S.Cg-Barx1<tm1Shiv>	congenic
MGI:5568267	129S.Cg-Crebbp<tm1Jvd>/J	congenic
MGI:5490028	129S(Cg)-Foxh1<tm1Jlw>/H	Not Applicable
MGI:3826768	129S.Cg-Gnat1<tm1Clma> Tg(Rho-Gnat1*G38D)1Noa/Mmmh	congenic
MGI:5754624	129S.Cg-H2afy2<tm1.1Peh> H2afy<tm1Peh>/Mmjax	congenic
MGI:3612414	129S(Cg)-Hoxa5<tm1Rob>	Not Applicable
MGI:4460786	129S.Cg-Il10<tm1Cgn>	congenic
MGI:3717706	129S.Cg-Ndor1<Tg(UBC-cre/ERT2)1Ejb>/J	congenic
MGI:5827605	129S.Cg-Nodal<tm1Rob> Zic2<Ku>	congenic
MGI:5827599	129S(Cg)-Nodal<tm2Rob>	congenic
MGI:5827601	129S.Cg-Nodal<tm2Rob> Zic2<Ku>	congenic
MGI:5491002	129S(Cg)-Tbxa2r<tm1.1Bhk>/J	congenic
MGI:5689158	129S(Cg)-Tfrc<tm3.1Nca>/J	congenic
MGI:5543773	129S(Cg)-Tgfbr1<tm1.1Hcd>/J	Not Applicable
MGI:5543774	129S(Cg)-Tgfbr2<tm1.1Hcd>/J	Not Applicable
